[24/11/24 15:04:17, INFO, baselines.py:train_alg():64] Aggregation Factor: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[24/11/24 15:04:17, INFO, algs.py:sl_multi_server():288] Configured rounds = 200
[24/11/24 15:04:30, INFO, algs.py:sl_multi_server():369]  > Round 0, testing loss: 1.89, testing acc: 40.75%
[24/11/24 15:04:43, INFO, algs.py:sl_multi_server():369]  > Round 1, testing loss: 1.43, testing acc: 48.64%
[24/11/24 15:04:56, INFO, algs.py:sl_multi_server():369]  > Round 2, testing loss: 1.31, testing acc: 54.51%
[24/11/24 15:05:09, INFO, algs.py:sl_multi_server():369]  > Round 3, testing loss: 1.21, testing acc: 56.91%
[24/11/24 15:05:22, INFO, algs.py:sl_multi_server():369]  > Round 4, testing loss: 1.14, testing acc: 59.91%
[24/11/24 15:05:35, INFO, algs.py:sl_multi_server():369]  > Round 5, testing loss: 1.07, testing acc: 62.78%
[24/11/24 15:05:48, INFO, algs.py:sl_multi_server():369]  > Round 6, testing loss: 1.01, testing acc: 64.12%
[24/11/24 15:06:01, INFO, algs.py:sl_multi_server():369]  > Round 7, testing loss: 0.97, testing acc: 66.10%
[24/11/24 15:06:14, INFO, algs.py:sl_multi_server():369]  > Round 8, testing loss: 0.93, testing acc: 67.30%
[24/11/24 15:06:27, INFO, algs.py:sl_multi_server():369]  > Round 9, testing loss: 0.92, testing acc: 67.93%
[24/11/24 15:06:40, INFO, algs.py:sl_multi_server():369]  > Round 10, testing loss: 0.89, testing acc: 69.02%
[24/11/24 15:06:53, INFO, algs.py:sl_multi_server():369]  > Round 11, testing loss: 0.86, testing acc: 70.21%
[24/11/24 15:07:06, INFO, algs.py:sl_multi_server():369]  > Round 12, testing loss: 0.84, testing acc: 70.54%
[24/11/24 15:07:19, INFO, algs.py:sl_multi_server():369]  > Round 13, testing loss: 0.83, testing acc: 71.34%
[24/11/24 15:07:32, INFO, algs.py:sl_multi_server():369]  > Round 14, testing loss: 0.82, testing acc: 71.99%
[24/11/24 15:07:45, INFO, algs.py:sl_multi_server():369]  > Round 15, testing loss: 0.81, testing acc: 72.67%
[24/11/24 15:07:58, INFO, algs.py:sl_multi_server():369]  > Round 16, testing loss: 0.78, testing acc: 73.12%
[24/11/24 15:08:11, INFO, algs.py:sl_multi_server():369]  > Round 17, testing loss: 0.78, testing acc: 73.30%
[24/11/24 15:08:23, INFO, algs.py:sl_multi_server():369]  > Round 18, testing loss: 0.77, testing acc: 73.82%
[24/11/24 15:08:36, INFO, algs.py:sl_multi_server():369]  > Round 19, testing loss: 0.75, testing acc: 74.33%
[24/11/24 15:08:49, INFO, algs.py:sl_multi_server():369]  > Round 20, testing loss: 0.75, testing acc: 74.44%
[24/11/24 15:09:02, INFO, algs.py:sl_multi_server():369]  > Round 21, testing loss: 0.73, testing acc: 74.75%
[24/11/24 15:09:15, INFO, algs.py:sl_multi_server():369]  > Round 22, testing loss: 0.73, testing acc: 75.07%
[24/11/24 15:09:28, INFO, algs.py:sl_multi_server():369]  > Round 23, testing loss: 0.73, testing acc: 74.74%
[24/11/24 15:09:41, INFO, algs.py:sl_multi_server():369]  > Round 24, testing loss: 0.71, testing acc: 75.62%
[24/11/24 15:09:54, INFO, algs.py:sl_multi_server():369]  > Round 25, testing loss: 0.70, testing acc: 75.40%
[24/11/24 15:10:08, INFO, algs.py:sl_multi_server():369]  > Round 26, testing loss: 0.70, testing acc: 75.63%
[24/11/24 15:10:21, INFO, algs.py:sl_multi_server():369]  > Round 27, testing loss: 0.70, testing acc: 75.63%
[24/11/24 15:10:34, INFO, algs.py:sl_multi_server():369]  > Round 28, testing loss: 0.69, testing acc: 76.77%
[24/11/24 15:10:48, INFO, algs.py:sl_multi_server():369]  > Round 29, testing loss: 0.68, testing acc: 76.52%
[24/11/24 15:11:01, INFO, algs.py:sl_multi_server():369]  > Round 30, testing loss: 0.68, testing acc: 76.67%
[24/11/24 15:11:14, INFO, algs.py:sl_multi_server():369]  > Round 31, testing loss: 0.67, testing acc: 76.92%
[24/11/24 15:11:28, INFO, algs.py:sl_multi_server():369]  > Round 32, testing loss: 0.67, testing acc: 76.75%
[24/11/24 15:11:41, INFO, algs.py:sl_multi_server():369]  > Round 33, testing loss: 0.67, testing acc: 76.73%
[24/11/24 15:11:55, INFO, algs.py:sl_multi_server():369]  > Round 34, testing loss: 0.67, testing acc: 77.02%
[24/11/24 15:12:08, INFO, algs.py:sl_multi_server():369]  > Round 35, testing loss: 0.66, testing acc: 77.25%
[24/11/24 15:12:21, INFO, algs.py:sl_multi_server():369]  > Round 36, testing loss: 0.65, testing acc: 77.66%
[24/11/24 15:12:35, INFO, algs.py:sl_multi_server():369]  > Round 37, testing loss: 0.65, testing acc: 77.61%
[24/11/24 15:12:48, INFO, algs.py:sl_multi_server():369]  > Round 38, testing loss: 0.65, testing acc: 77.73%
[24/11/24 15:13:01, INFO, algs.py:sl_multi_server():369]  > Round 39, testing loss: 0.64, testing acc: 77.87%
[24/11/24 15:13:15, INFO, algs.py:sl_multi_server():369]  > Round 40, testing loss: 0.64, testing acc: 78.10%
[24/11/24 15:13:28, INFO, algs.py:sl_multi_server():369]  > Round 41, testing loss: 0.64, testing acc: 77.93%
[24/11/24 15:13:41, INFO, algs.py:sl_multi_server():369]  > Round 42, testing loss: 0.64, testing acc: 77.79%
[24/11/24 15:13:55, INFO, algs.py:sl_multi_server():369]  > Round 43, testing loss: 0.64, testing acc: 78.47%
